clustername_1	name_1	clustername_2	name_2	file_ext	raw_distance	squared_similarity	jaccard_index	dss_index	adjacency_index	raw_dss_non_anchor	raw_dss_anchor	non_anchor_domains	anchor_domains	combined_group	shared_group	parent	class	order	family	genus	species
AS183_contigs.fa_antismash_contig00001.region001	AS183	MMO-94_contigs.fa_antismash_contig00004.region001	MMO-94	NA	0.241793021559715	0.574877798557281	0.5686274766922	0.763857483863831	0.578947365283966	0.248089820146561	0.198309406638145	38	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	UBA7405	UBA7405 sp000755535
AS083_contigs.fa_antismash_contig00008.region001	AS083	AS214_contigs.fa_antismash_contig00009.region001	AS214	NA	0.0320103950798512	0.93700385093689	1	0.966999590396881	1	0.00416325684636831	0.0618375577032566	32	8	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Serratia	Serratia marcescens
AS230_contigs.fa_antismash_contig00004.region001	AS230	USMM054_contigs.fa_antismash_contig00009.region001	USMM054	NA	0.248959019780159	0.564062535762787	0.682926833629608	0.754945158958435	0.595744669437408	0.281814843416214	0.176129817962646	30	4	arylpolyene - arylpolyene	arylpolyene	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella aerogenes
AS183_contigs.fa_antismash_contig00001.region001	AS183	MMO-88_contigs.fa_antismash_contig00004.region001	MMO-88	NA	0.241793021559715	0.574877798557281	0.5686274766922	0.763857483863831	0.578947365283966	0.248089820146561	0.198309406638145	38	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	UBA7405	UBA7405 sp000755535
MMO-88_contigs.fa_antismash_contig00004.region001	MMO-88	MMO-90_contigs.fa_antismash_contig00004.region001	MMO-90	NA	1.73472347597681e-17	1	1	1	1	0	0	50	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
USMM134_contigs.fa_antismash_contig00085.region001	USMM134	VD15_contigs.fa_antismash_contig00055.region001	VD15	NA	0.0151612805202603	0.969907283782959	1	0.984369814395904	1	0.0156301856040955	0	9	0	NAGGN - NAGGN	NAGGN	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E juntendi
HN124_contigs.fa_antismash_contig00006.region001	HN124	USHLN295_contigs.fa_antismash_contig00007.region001	USHLN295	NA	0.259269058704376	0.548682332038879	0.487179487943649	0.749290227890015	0.452380955219269	0.302895933389664	0.178953781723976	22	4	arylpolyene - arylpolyene	arylpolyene	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
USHLN165_contigs.fa_antismash_contig00005.region001	USHLN165	USHLN298_contigs.fa_antismash_contig00005.region001	USHLN298	NA	0.116839446127415	0.779972553253174	1	0.879546940326691	1	0.120453037321568	0	10	0	NI-siderophore - NI-siderophore	NI-siderophore	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pantoea	Pantoea vagans
HN091_contigs.fa_antismash_contig00007.region001	HN091	USMM058_contigs.fa_antismash_contig00002.region001	USMM058	NA	1.73472347597681e-17	1	1	1	1	0	0	21	0	hserlactone - hserlactone	hserlactone	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
ERR3376861.4.fa_antismash_k141_29611.region001	ERR3376861.4	SRR13132392.5.fa_antismash_k141_159880.region001	SRR13132392.5	_k141_159880.region001	0.0439634956419468	0.914005815982819	1	0.954676806926727	1	0.0453231930732727	0	10	0	NI-siderophore - NI-siderophore	NI-siderophore	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Elizabethkingia	Elizabethkingia anophelis
USHLN271_contigs.fa_antismash_contig00005.region001	USHLN271	USMM064_contigs.fa_antismash_contig00011.region001	USMM064	NA	0.200833335518837	0.638667345046997	0.682926833629608	0.807164549827576	0.469387769699097	0.208920240402222	0.16368168592453	29	4	arylpolyene - arylpolyene	arylpolyene	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter hormaechei_A
MMO-131_contigs.fa_antismash_contig00009.region001	MMO-131	VD14_contigs.fa_antismash_contig00010.region001	VD14	NA	0.197527259588242	0.643962502479553	0.800000011920929	0.805298388004303	0.666666686534882	0.230988398194313	0.0881092995405197	47	4	NRPS.hserlactone - NRPS.hserlactone.arylpolyene	NA	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter pittii
AS124_contigs.fa_antismash_contig00010.region001	AS124	HN100_contigs.fa_antismash_contig00009.region001	HN100	NA	1.73472347597681e-17	1	1	1	1	0	0	42	4	arylpolyene - arylpolyene	arylpolyene	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
MMO-45_contigs.fa_antismash_contig00004.region001	MMO-45	USMM053_contigs.fa_antismash_contig00003.region001	USMM053	NA	0.0819055289030075	0.842897474765778	0.977777779102325	0.917003273963928	0.941176474094391	0.0780457854270935	0.103213109076023	49	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
HN176_contigs.fa_antismash_contig00011.region001	HN176	MMO-119_contigs.fa_antismash_contig00001.region001	MMO-119	NA	0.128801763057709	0.758986353874207	0.899999976158142	0.870307445526123	0.899999976158142	0.129692539572716	0	12	0	NI-siderophore - NI-siderophore	NI-siderophore	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
HN125_contigs.fa_antismash_contig00001.region001	HN125	MMO-89_contigs.fa_antismash_contig00009.region001	MMO-89	NA	0.170103296637535	0.688728511333466	0.857142865657806	0.8307945728302	0.772727251052856	0.169205442070961	0	21	0	hserlactone - hserlactone	hserlactone	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
HN003_contigs.fa_antismash_contig00003.region001	HN003	USHLN148_contigs.fa_antismash_contig00002.region001	USHLN148	NA	0.253888010978699	0.55668306350708	0.276923090219498	0.761813580989838	0.219178080558777	0.238186404109001	0	24	0	hserlactone - hserlactone.arylpolyene	NA	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pantoea	Pantoea agglomerans
USHLN184_contigs.fa_antismash_contig00001.region003	USHLN184	USHLN271_contigs.fa_antismash_contig00007.region001	USHLN271	NA	0.135310277342796	0.747688293457031	0.837837815284729	0.869049489498138	0.666666686534882	0.146089538931847	0.0830102115869522	38	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae
HN065_contigs.fa_antismash_contig00011.region001	HN065	MMO-119_contigs.fa_antismash_contig00001.region001	MMO-119	NA	0.128801763057709	0.758986353874207	0.899999976158142	0.870307445526123	0.899999976158142	0.129692539572716	0	12	0	NI-siderophore - NI-siderophore	NI-siderophore	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
HN124_contigs.fa_antismash_contig00006.region001	HN124	USHLN184_contigs.fa_antismash_contig00006.region001	USHLN184	NA	0.0218873266130686	0.956704378128052	1	0.977435767650604	1	0.0193490888923407	0.0312050152570009	43	4	arylpolyene - arylpolyene	arylpolyene	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
MMO-88_contigs.fa_antismash_contig00011.region001	MMO-88	USHLN288_contigs.fa_antismash_contig00012.region001	USHLN288	NA	0.248514279723167	0.564730763435364	0.5	0.760017991065979	0.463414639234543	0.311321169137955	0.141890704631805	22	4	arylpolyene - arylpolyene	arylpolyene	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
MMO-45_contigs.fa_antismash_contig00004.region001	MMO-45	USMM061_contigs.fa_antismash_contig00003.region001	USMM061	NA	0.0819055289030075	0.842897474765778	0.977777779102325	0.917003273963928	0.941176474094391	0.0780457854270935	0.103213109076023	49	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
USMM062_contigs.fa_antismash_contig00003.region001	USMM062	VD12_contigs.fa_antismash_contig00108.region001	VD12	NA	0.147121369838715	0.727401971817017	0.888888895511627	0.851764917373657	0.888888895511627	0.148235097527504	0	11	0	NI-siderophore - NI-siderophore	NI-siderophore	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
USHLN179_contigs.fa_antismash_contig00001.region001	USHLN179	USMM058_contigs.fa_antismash_contig00002.region001	USMM058	NA	0.053367517888546	0.896113038063049	0.949999988079071	0.948442935943604	0.857142865657806	0.0515570901334286	0	20	0	hserlactone - hserlactone	hserlactone	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae
USHLN160_contigs.fa_antismash_contig00001.region001	USHLN160	USHLN32_contigs.fa_antismash_contig00001.region002	USHLN32	NA	0.232988372445107	0.588306844234467	0.833333313465118	0.764960467815399	0.833333313465118	0.235039561986923	0	25	0	hserlactone - hserlactone.arylpolyene	NA	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pantoea	Pantoea dispersa
MMO-89_contigs.fa_antismash_contig00012.region001	MMO-89	MMO-94_contigs.fa_antismash_contig00012.region001	MMO-94	NA	1.73472347597681e-17	1	1	1	1	0	0	12	0	NI-siderophore - NI-siderophore	NI-siderophore	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
HN065_contigs.fa_antismash_contig00001.region001	HN065	USMM051_contigs.fa_antismash_contig00002.region001	USMM051	NA	0.101508848369122	0.807286322116852	0.949999988079071	0.898812651634216	0.857142865657806	0.101187326014042	0	20	0	hserlactone - hserlactone	hserlactone	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
HN041_contigs.fa_antismash_contig00006.region001	HN041	HN059_contigs.fa_antismash_contig00008.region001	HN059	NA	0.00019890879048034	0.999602198600769	1	0.999794960021973	1	6.69120126985945e-05	0.00062814069679006	49	4	NRPS.hserlactone - NRPS.hserlactone	NRPS.hserlactone	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter pittii_H
USHLN177_contigs.fa_antismash_contig00002.region002	USHLN177	VD5_contigs.fa_antismash_contig00003.region001	VD5	NA	0.234974175691605	0.585264503955841	0.763636350631714	0.76886111497879	0.579710125923157	0.26086813211441	0.0973574072122574	54	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae
MMO-16_contigs.fa_antismash_contig00003.region001	MMO-16	USMM095_contigs.fa_antismash_contig00004.region001	USMM095	NA	1.73472347597681e-17	1	1	1	1	0	0	10	0	NI-siderophore - NI-siderophore	NI-siderophore	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Elizabethkingia	Elizabethkingia anophelis
MMO-43_contigs.fa_antismash_contig00011.region001	MMO-43	MMO-94_contigs.fa_antismash_contig00012.region001	MMO-94	NA	1.73472347597681e-17	1	1	1	1	0	0	12	0	NI-siderophore - NI-siderophore	NI-siderophore	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
HN087_contigs.fa_antismash_contig00003.region001	HN087	HN124_contigs.fa_antismash_contig00002.region002	HN124	NA	0.0358512215316296	0.929582893848419	0.982456147670746	0.9645094871521	0.9375	0.0355414599180221	0.0352314412593841	61	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
MMO-89_contigs.fa_antismash_contig00012.region001	MMO-89	USHLN271_contigs.fa_antismash_contig00001.region001	USHLN271	NA	0.229370921850204	0.593869149684906	0.800000011920929	0.769720673561096	0.800000011920929	0.230279296636581	0	12	0	NI-siderophore - NI-siderophore	NI-siderophore	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
MMO-68_contigs.fa_antismash_contig00004.region001	MMO-68	MMO-93_contigs.fa_antismash_contig00004.region002	MMO-93	NA	1.73472347597681e-17	1	1	1	1	0	0	46	7	arylpolyene - arylpolyene	arylpolyene	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	Sphingobacterium multivorum
HN049_contigs.fa_antismash_contig00001.region001	HN049	MMO-126_contigs.fa_antismash_contig00002.region001	MMO-126	NA	1.73472347597681e-17	1	1	1	1	0	0	27	0	hserlactone - hserlactone	hserlactone	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
AS124_contigs.fa_antismash_contig00010.region001	AS124	MMO-116_contigs.fa_antismash_contig00010.region001	MMO-116	NA	0.0359507128596306	0.929391026496887	1	0.962937414646149	1	0.0316143371164799	0.0513642653822899	42	4	arylpolyene - arylpolyene	arylpolyene	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
MMO-110_contigs.fa_antismash_contig00003.region001	MMO-110	MMO-120_contigs.fa_antismash_contig00004.region001	MMO-120	NA	0.0670470967888832	0.870401084423065	0.977777779102325	0.93232125043869	0.941176474094391	0.0587951838970184	0.103213109076023	48	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
MMO-159_contigs.fa_antismash_contig00006.region001	MMO-159	MMO-78_contigs.fa_antismash_contig00009.region001	MMO-78	NA	1.73472347597681e-17	1	1	1	1	0	0	33	1	betalactone - betalactone	betalactone	Actinobacteriota	Actinomycetia	Actinomycetales	Microbacteriaceae	Microbacterium	Microbacterium sp003248845
USHLN292_contigs.fa_antismash_contig00001.region003	USHLN292	USMM051_contigs.fa_antismash_contig00003.region001	USMM051	NA	0.268061459064484	0.535733997821808	0.553571403026581	0.739328980445862	0.462686568498611	0.277994811534882	0.200037837028503	42	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Leclercia	Leclercia adecarboxylata
MMO-123_contigs.fa_antismash_contig00002.region001	MMO-123	MMO-124_contigs.fa_antismash_contig00002.region001	MMO-124	NA	1.73472347597681e-17	1	1	1	1	0	0	45	0	resorcinol - resorcinol	resorcinol	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Achromobacter	Achromobacter ruhlandii
MMO-140_contigs.fa_antismash_contig00017.region001	MMO-140	MMO-47_contigs.fa_antismash_contig00001.region001	MMO-47	NA	0.157765924930573	0.709358215332031	1	0.837354719638824	1	0.162645280361176	0	14	0	NI-siderophore - NI-siderophore	NI-siderophore	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus saprophyticus
ERR3376862.6.fa_antismash_k141_85006.region001	ERR3376862.6	USMM048_contigs.fa_antismash_contig00008.region001	USMM048	NA	0.212239965796471	0.620565891265869	0.928571403026581	0.784776210784912	0.862068951129913	0.21444445848465	0.220873787999153	29	1	betalactone - betalactone	betalactone	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E koreensis_B
MMO-38_contigs.fa_antismash_contig00011.region001	MMO-38	USHLN184_contigs.fa_antismash_contig00006.region001	USHLN184	NA	0.0258195269852877	0.949027597904205	1	0.97338193655014	1	0.0162510853260756	0.0538314022123814	42	4	arylpolyene - arylpolyene	arylpolyene	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
VD20_contigs.fa_antismash_contig00031.region001	VD20	VD25_contigs.fa_antismash_contig00006.region001	VD25	NA	0.0218397565186024	0.956797480583191	1	0.97748476266861	1	0.0225152131170034	0	29	0	hserlactone - hserlactone	hserlactone	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Cedecea	Cedecea sp000277545
USHLN290_contigs.fa_antismash_contig00001.region003	USHLN290	USHLN291_contigs.fa_antismash_contig00020.region001	USHLN291	NA	0.172548785805702	0.684675514698029	0.783783793449402	0.831362783908844	0.659574449062347	0.161463558673859	0.190158233046532	36	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Leclercia	Leclercia adecarboxylata
USHLN148_contigs.fa_antismash_contig00002.region001	USHLN148	USHLN256_contigs.fa_antismash_contig00001.region002	USHLN256	NA	0.244886890053749	0.57019579410553	0.819672107696533	0.756642699241638	0.648648619651794	0.263037919998169	0.186283513903618	58	5	hserlactone.arylpolyene - hserlactone.arylpolyene	hserlactone.arylpolyene	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pantoea	Pantoea anthophila
MMO-43_contigs.fa_antismash_contig00001.region001	MMO-43	USHLN177_contigs.fa_antismash_contig00001.region001	USHLN177	NA	0.282505095005035	0.514798939228058	0.692307710647583	0.720766246318817	0.571428596973419	0.279233753681183	0	24	0	hserlactone - hserlactone	hserlactone	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
HN067_contigs.fa_antismash_contig00007.region001	HN067	HN093_contigs.fa_antismash_contig00011.region001	HN093	NA	0.0254967957735062	0.94965648651123	1	0.974358975887299	0.96875	0.0322580635547638	0	31	2	arylpolyene - arylpolyene	arylpolyene	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter pittii
USHLN179_contigs.fa_antismash_contig00002.region001	USHLN179	USMM072_contigs.fa_antismash_contig00003.region001	USMM072	NA	0.0755552724003792	0.854598045349121	0.896551728248596	0.927482783794403	0.791044771671295	0.0724876001477242	0.0726602450013161	58	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae
MMO-88_contigs.fa_antismash_contig00011.region001	MMO-88	USMM051_contigs.fa_antismash_contig00009.region001	USMM051	NA	0.0331224612891674	0.934852182865143	1	0.965853154659271	1	0.0316143371164799	0.0407947674393654	42	4	arylpolyene - arylpolyene	arylpolyene	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
USMM053_contigs.fa_antismash_contig00004.region001	USMM053	USMM063_contigs.fa_antismash_contig00004.region001	USMM063	NA	1.73472347597681e-17	1	1	1	1	0	0	12	0	NI-siderophore - NI-siderophore	NI-siderophore	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
